Chrom	Edge
chr21	>105403051>105403052
chr21	>105403051>105403053
chr21	>105407344>105407345
chr21	>105399989>105399990
chr21	>105400091>105400093
chr21	>105403756>105403757
chr21	>105398615>105398616
chr21	>105400038>105400039
chr21	>105402278>105402279
chr21	>105399001>105399002
chr21	>105400437>105400438
chr21	>105399530>105399531
chr21	>105403624>105403625
chr21	>105401329>105401331
chr21	>105400813>105400815
chr21	>105407013>105407015
chr21	>105403378>105403380
chr21	>105401978>105401980
chr21	>105403444>105403445
chr21	>105405223>105405225
chr21	>105400646>105400648
chr21	>105407075>105407077
chr21	>105404940>105404942
chr21	>105406879>105406880
chr21	>105404421>105404423
chr21	>105402708>105402709
chr21	>105399657>105399658
chr21	>105407373>105407375
chr21	>105401311>105401312
chr21	>105404615>105404616
chr21	>105400706>105400707
chr21	>105403286>105403287
chr21	>105404953>105404954
chr21	>105402156>105402157
chr21	>105400842>105400844
chr21	>105399854>105399855
chr21	>105407356>105407358
chr21	>105401088>105401089
chr21	>105403687>105403688
chr21	>105403704>105403705
chr21	>105403582>105403583
chr21	>105406739>105406740
chr21	>105406804>105406805
chr21	>105400753>105400755
chr21	>105401824>105401826
chr21	>105401694>105401696
chr21	>105401192>105401193
chr21	>105402700>105402702
chr21	>105403972>105403973
chr21	>105403431>105403432
chr21	>105399257>105399258
chr21	>105399257>105399259
chr21	>105398690>105398692
chr21	>105403479>105403480
chr21	>105400476>105400477
chr21	>105401266>105401268
chr21	>105401266>105401269
chr21	>105401266>105401270
chr21	>105402067>105402068
chr21	>105407098>105407099
chr21	>105407140>105407142
chr21	>105404301>105404302
chr21	>105407269>105407271
chr21	>105407574>105407576
chr21	>105401500>105401502
chr21	>105400774>105400776
chr21	>105400338>105400339
chr21	>105404851>105404852
chr21	>105404888>105404890
chr21	>105400716>105400718
chr21	>105401378>105401379
chr21	>105406761>105406762
chr21	>105404829>105404830
chr21	>105399939>105399940
chr21	>105399302>105399303
chr21	>105403195>105403197
chr21	>105401856>105401857
chr21	>105403260>105403261
chr21	>105400715>105400716
chr21	>105403321>105403323
chr21	>105405308>105405310
chr21	>105400083>105400085
chr21	>105406533>105406534
chr21	>105400185>105400187
chr21	>105405133>105405135
chr21	>105407327>105407328
chr21	>105402997>105402999
chr21	>105398695>105398696
chr21	>105404935>105404937
chr21	>105401466>105401467
chr21	>105404618>105404619
chr21	>105407501>105407503
chr21	>105406922>105406923
chr21	>105405898>105405899
chr21	>105401833>105401835
chr21	>105405974>105405976
chr21	>105406066>105406068
chr21	>105407232>105407234
chr21	>105400695>105400697
chr21	>105404972>105404973
chr21	>105402219>105402221
chr21	>105404738>105404739
chr21	>105402763>105402765
chr21	>105404017>105404019
chr21	>105405702>105405704
chr21	>105398656>105398657
chr21	>105402640>105402642
chr21	>105403019>105403020
chr21	>105401841>105401842
chr21	>105406305>105406306
chr21	>105400254>105400256
chr21	>105398464>105398466
chr21	>105402049>105402051
chr21	>105404735>105404736
chr21	>105405378>105405379
chr21	>105405534>105405535
chr21	>105405534>105405540
chr21	>105405733>105405734
chr21	>105401048>105401050
chr21	>105404697>105404698
chr21	>105400886>105400887
chr21	>105399631>105399633
chr21	>105401369>105401370
chr21	>105402083>105402085
chr21	>105402124>105402125
chr21	>105403185>105403186
chr21	>105407155>105407157
chr21	>105403307>105403309
chr21	>105402937>105402938
chr21	>105405971>105405973
chr21	>105405192>105405193
chr21	>105399930>105399931
chr21	>105405610>105405611
chr21	>105402227>105402228
chr21	>105403797>105403799
chr21	>105404441>105404443
chr21	>105401823>105401824
chr21	>105401734>105401735
chr21	>105404032>105404034
chr21	>105401768>105401769
chr21	>105400921>105400922
chr21	>105402897>105402899
chr21	>105402818>105402819
chr21	>105402199>105402201
chr21	>105407388>105407390
chr21	>105406681>105406682
chr21	>105402251>105402252
chr21	>105398895>105398896
chr21	>105398895>105398897
chr21	>105402902>105402904
chr21	>105405031>105405032
chr21	>105399115>105399116
chr21	>105405839>105405840
chr21	>105402686>105402688
chr21	>105405311>105405313
chr21	>105401452>105401453
chr21	>105403347>105403348
chr21	>105402876>105402877
chr21	>105404008>105404010
chr21	>105407022>105407023
chr21	>105398435>105398437
chr21	>105398823>105398825
chr21	>105403036>105403037
chr21	>105400148>105400149
chr21	>105406841>105406843
chr21	>105398809>105398810
chr21	>105404101>105404102
chr21	>105399862>105399863
chr21	>105405258>105405259
chr21	>105399136>105399137
chr21	>105401520>105401522
chr21	>105407398>105407399
chr21	>105407398>105407400
chr21	>105400023>105400024
chr21	>105400023>105400028
chr21	>105401723>105401725
chr21	>105404461>105404462
chr21	>105400420>105400421
chr21	>105402675>105402677
chr21	>105403765>105403766
chr21	>105400718>105400719
chr21	>105401213>105401214
chr21	>105406953>105406954
chr21	>105400694>105400695
chr21	>105401348>105401349
chr21	>105403770>105403771
chr21	>105401176>105401177
chr21	>105398911>105398912
chr21	>105405280>105405282
chr21	>105401832>105401833
chr21	>105403419>105403420
chr21	>105405178>105405180
chr21	>105405796>105405798
chr21	>105406359>105406361
chr21	>105406347>105406349
chr21	>105403223>105403225
chr21	>105400041>105400042
chr21	>105401161>105401162
chr21	>105399339>105399341
chr21	>105400939>105400940
chr21	>105401039>105401041
chr21	>105401069>105401071
chr21	>105401635>105401636
chr21	>105401056>105401057
chr21	>105403787>105403788
chr21	>105401844>105401845
chr21	>105404361>105404362
chr21	>105400514>105400515
chr21	>105402416>105402418
chr21	>105406009>105406010
chr21	>105406190>105406192
chr21	>105403609>105403610
chr21	>105398834>105398835
chr21	>105398649>105398651
chr21	>105404412>105404414
chr21	>105404606>105404607
chr21	>105407120>105407122
chr21	>105399274>105399276
chr21	>105403375>105403377
chr21	>105401699>105401700
chr21	>105400314>105400315
chr21	>105402931>105402932
chr21	>105406611>105406613
chr21	>105407449>105407451
chr21	>105406893>105406895
chr21	>105404152>105404153
chr21	>105404152>105404154
chr21	>105400452>105400453
chr21	>105404649>105404651
chr21	>105398709>105398710
chr21	>105400690>105400691
chr21	>105398646>105398648
chr21	>105401317>105401319
chr21	>105401853>105401854
chr21	>105402216>105402218
chr21	>105406366>105406367
chr21	>105407081>105407083
chr21	>105406505>105406506
chr21	>105401713>105401714
chr21	>105400915>105400916
chr21	>105399173>105399175
chr21	>105403545>105403546
chr21	>105401491>105401493
chr21	>105401716>105401717
chr21	>105406485>105406487
chr21	>105406773>105406774
chr21	>105403203>105403204
chr21	>105406370>105406372
chr21	>105400297>105400298
chr21	>105400297>105400308
chr21	>105400988>105400990
chr21	>105402534>105402536
chr21	>105400827>105400829
chr21	>105404002>105404004
chr21	>105407306>105407307
chr21	>105403956>105403958
chr21	>105400773>105400774
chr21	>105400933>105400934
chr21	>105405577>105405579
chr21	>105400062>105400064
chr21	>105401959>105401960
chr21	>105401959>105401961
chr21	>105405139>105405141
chr21	>105403655>105403657
chr21	>105403826>105403828
chr21	>105404342>105404344
chr21	>105400803>105400805
chr21	>105402973>105402974
chr21	>105402980>105402982
chr21	>105402037>105402038
chr21	>105404379>105404380
chr21	>105403269>105403271
chr21	>105400860>105400862
chr21	>105398621>105398622
chr21	>105404407>105404410
chr21	>105402928>105402929
chr21	>105401280>105401282
chr21	>105405950>105405952
chr21	>105404880>105404882
chr21	>105406534>105406536
chr21	>105400421>105400423
chr21	>105401066>105401068
chr21	>105398539>105398541
chr21	>105404046>105404048
chr21	>105401599>105401600
chr21	>105399402>105399404
chr21	>105400467>105400468
chr21	>105399166>105399167
chr21	>105404225>105404227
chr21	>105407134>105407135
chr21	>105403399>105403400
chr21	>105403399>105403401
chr21	>105407442>105407443
chr21	>105403053>105403054
chr21	>105399720>105399721
chr21	>105403532>105403533
chr21	>105402323>105402325
chr21	>105404386>105404388
chr21	>105405132>105405133
chr21	>105398584>105398585
chr21	>105402917>105402919
chr21	>105399569>105399571
chr21	>105404128>105404129
chr21	>105406391>105406393
chr21	>105400220>105400221
chr21	>105405157>105405159
chr21	>105403352>105403354
chr21	>105401091>105401092
chr21	>105403414>105403416
chr21	>105406169>105406171
chr21	>105400175>105400177
chr21	>105404804>105404806
chr21	>105405337>105405339
chr21	>105401457>105401458
chr21	>105401457>105401465
chr21	>105402445>105402446
chr21	>105401496>105401497
chr21	>105400663>105400664
chr21	>105404420>105404421
chr21	>105404634>105404636
chr21	>105403776>105403777
chr21	>105404818>105404820
chr21	>105405962>105405964
chr21	>105402757>105402759
chr21	>105405480>105405482
chr21	>105402375>105402376
chr21	>105405595>105405596
chr21	>105405387>105405388
chr21	>105405426>105405428
chr21	>105399461>105399463
chr21	>105404502>105404504
chr21	>105406375>105406376
chr21	>105402431>105402433
chr21	>105399407>105399408
chr21	>105402987>105402988
chr21	>105398687>105398689
chr21	>105401382>105401384
chr21	>105399242>105399243
chr21	>105400235>105400237
chr21	>105406520>105406521
chr21	>105406520>105406522
chr21	>105406829>105406831
chr21	>105405262>105405264
chr21	>105402024>105402025
chr21	>105398943>105398945
chr21	>105398928>105398930
chr21	>105399524>105399525
chr21	>105403747>105403748
chr21	>105405070>105405071
chr21	>105400035>105400036
chr21	>105398643>105398645
chr21	>105401494>105401496
chr21	>105398901>105398902
chr21	>105400119>105400121
chr21	>105401574>105401575
chr21	>105401343>105401345
chr21	>105405822>105405824
chr21	>105400224>105400226
chr21	>105400684>105400685
chr21	>105400922>105400924
chr21	>105398852>105398853
chr21	>105406329>105406331
chr21	>105405563>105405565
chr21	>105404918>105404920
chr21	>105401693>105401694
chr21	>105403783>105403784
chr21	>105406966>105406968
chr21	>105406402>105406403
chr21	>105401570>105401571
chr21	>105402775>105402777
chr21	>105399868>105399869
chr21	>105407565>105407567
chr21	>105406034>105406035
chr21	>105402116>105402118
chr21	>105407513>105407515
chr21	>105407521>105407522
chr21	>105401886>105401887
chr21	>105404329>105404331
chr21	>105402266>105402267
chr21	>105406856>105406858
chr21	>105403383>105403384
chr21	>105400262>105400263
chr21	>105407467>105407469
chr21	>105403510>105403512
chr21	>105406648>105406649
chr21	>105407499>105407500
chr21	>105402276>105402278
chr21	>105400477>105400479
chr21	>105400823>105400824
chr21	>105406110>105406113
chr21	>105402798>105402800
chr21	>105406358>105406359
chr21	>105404882>105404883
chr21	>105398903>105398905
chr21	>105402988>105402990
chr21	>105400800>105400802
chr21	>105398653>105398654
chr21	>105404368>105404370
chr21	>105403144>105403147
chr21	>105401263>105401264
chr21	>105407316>105407318
chr21	>105406379>105406381
chr21	>105405135>105405136
chr21	>105399804>105399806
chr21	>105399011>105399013
chr21	>105400386>105400388
chr21	>105402337>105402339
chr21	>105405193>105405195
chr21	>105406574>105406575
chr21	>105406254>105406255
chr21	>105399443>105399445
chr21	>105398858>105398859
chr21	>105406209>105406210
chr21	>105405775>105405777
chr21	>105402771>105402772
chr21	>105405288>105405289
chr21	>105404274>105404275
chr21	>105405184>105405186
chr21	>105400887>105400889
chr21	>105406655>105406657
chr21	>105407072>105407074
chr21	>105400727>105400728
chr21	>105403031>105403033
chr21	>105405801>105405802
chr21	>105398978>105398979
chr21	>105398978>105398980
chr21	>105401038>105401039
chr21	>105406876>105406877
chr21	>105399413>105399414
chr21	>105405183>105405184
chr21	>105398482>105398484
chr21	>105402035>105402037
chr21	>105405108>105405109
chr21	>105399860>105399862
chr21	>105399860>105399863
chr21	>105405995>105405997
chr21	>105399014>105399016
chr21	>105405552>105405553
chr21	>105403886>105403887
chr21	>105404105>105404107
chr21	>105404150>105404152
chr21	>105400479>105400480
chr21	>105404222>105404224
chr21	>105401696>105401697
chr21	>105405339>105405340
chr21	>105398512>105398514
chr21	>105401399>105401401
chr21	>105406646>105406648
chr21	>105398785>105398786
chr21	>105407093>105407095
chr21	>105402654>105402655
chr21	>105401481>105401482
chr21	>105399163>105399164
chr21	>105402054>105402055
chr21	>105403455>105403456
chr21	>105404709>105404711
chr21	>105400759>105400761
chr21	>105407185>105407186
chr21	>105404903>105404905
chr21	>105399900>105399901
chr21	>105406228>105406230
chr21	>105398604>105398605
chr21	>105401629>105401630
chr21	>105404659>105404660
chr21	>105404415>105404417
chr21	>105401041>105401042
chr21	>105402483>105402485
chr21	>105400878>105400880
chr21	>105406407>105406408
chr21	>105400940>105400941
chr21	>105406911>105406913
chr21	>105404058>105404060
chr21	>105400785>105400786
chr21	>105399246>105399248
chr21	>105400851>105400853
chr21	>105406631>105406633
chr21	>105405145>105405147
chr21	>105406669>105406671
chr21	>105405516>105405518
chr21	>105406583>105406584
chr21	>105400391>105400392
chr21	>105404833>105404834
chr21	>105404938>105404940
chr21	>105404981>105404983
chr21	>105399404>105399405
chr21	>105399698>105399699
chr21	>105400044>105400045
chr21	>105398689>105398690
chr21	>105406261>105406263
chr21	>105405958>105405959
chr21	>105407601>105407603
chr21	>105405016>105405017
chr21	>105403591>105403592
chr21	>105404978>105404979
chr21	>105404978>105404980
chr21	>105407222>105407223
chr21	>105406160>105406162
chr21	>105406511>105406512
chr21	>105401623>105401624
chr21	>105407176>105407177
chr21	>105399736>105399737
chr21	>105403103>105403104
chr21	>105399556>105399557
chr21	>105402159>105402161
chr21	>105407399>105407400
chr21	>105399038>105399039
chr21	>105399684>105399686
chr21	>105407032>105407034
chr21	>105401193>105401195
chr21	>105399143>105399145
chr21	>105405770>105405772
chr21	>105399036>105399038
chr21	>105401596>105401597
chr21	>105406355>105406356
chr21	>105404414>105404415
chr21	>105401726>105401728
chr21	>105403320>105403321
chr21	>105406666>105406667
chr21	>105406666>105406668
chr21	>105405207>105405208
chr21	>105403843>105403845
chr21	>105399622>105399623
chr21	>105405813>105405814
chr21	>105405813>105405815
chr21	>105398450>105398452
chr21	>105402151>105402153
chr21	>105405216>105405217
chr21	>105407390>105407391
chr21	>105406613>105406614
chr21	>105402904>105402905
chr21	>105400704>105400706
chr21	>105403533>105403535
chr21	>105404305>105404307
chr21	>105406776>105406777
chr21	>105398849>105398850
chr21	>105403959>105403961
chr21	>105407205>105407206
chr21	>105406930>105406932
chr21	>105404929>105404930
chr21	>105401741>105401743
chr21	>105406865>105406867
chr21	>105403658>105403660
chr21	>105401291>105401292
chr21	>105398738>105398739
chr21	>105399892>105399894
chr21	>105400100>105400101
chr21	>105400100>105400115
chr21	>105401079>105401080
chr21	>105403462>105403463
chr21	>105405159>105405160
chr21	>105399952>105399953
chr21	>105405896>105405898
chr21	>105399282>105399284
chr21	>105400747>105400748
chr21	>105405643>105405644
chr21	>105405989>105405991
chr21	>105404077>105404078
chr21	>105399440>105399442
chr21	>105399103>105399105
chr21	>105406341>105406343
chr21	>105405074>105405076
chr21	>105407267>105407268
chr21	>105402626>105402628
chr21	>105403823>105403825
chr21	>105399373>105399374
chr21	>105407162>105407163
chr21	>105400698>105400700
chr21	>105400131>105400133
chr21	>105405519>105405521
chr21	>105403725>105403727
chr21	>105407410>105407412
chr21	>105406562>105406563
chr21	>105399388>105399390
chr21	>105402632>105402634
chr21	>105401152>105401153
chr21	>105406944>105406945
chr21	>105407223>105407225
chr21	>105399131>105399133
chr21	>105403619>105403621
chr21	>105403171>105403173
chr21	>105402983>105402985
chr21	>105399110>105399111
chr21	>105402109>105402110
chr21	>105405959>105405961
chr21	>105405333>105405334
chr21	>105402132>105402133
chr21	>105402750>105402751
chr21	>105401086>105401088
chr21	>105403943>105403945
chr21	>105399897>105399898
chr21	>105401660>105401661
chr21	>105403802>105403803
chr21	>105400681>105400682
chr21	>105402729>105402730
chr21	>105400474>105400476
chr21	>105404227>105404228
chr21	>105406916>105406917
chr21	>105404837>105404838
chr21	>105398579>105398581
chr21	>105402760>105402762
chr21	>105402905>105402907
chr21	>105403805>105403806
chr21	>105401800>105401802
chr21	>105405622>105405623
chr21	>105405746>105405748
chr21	>105398817>105398819
chr21	>105407506>105407507
chr21	>105400523>105400524
chr21	>105399451>105399452
chr21	>105407066>105407068
chr21	>105405375>105405376
chr21	>105400245>105400246
chr21	>105399303>105399305
chr21	>105404459>105404461
chr21	>105403907>105403908
chr21	>105403043>105403045
chr21	>105401998>105401999
chr21	>105401998>105402000
chr21	>105404475>105404476
chr21	>105400812>105400813
chr21	>105400415>105400417
chr21	>105405574>105405575
chr21	>105406925>105406926
chr21	>105405620>105405622
chr21	>105403961>105403963
chr21	>105404090>105404092
chr21	>105403329>105403330
chr21	>105401916>105401918
chr21	>105406273>105406275
chr21	>105407083>105407084
chr21	>105405213>105405214
chr21	>105402252>105402254
chr21	>105404087>105404089
chr21	>105403114>105403115
chr21	>105404347>105404348
chr21	>105405506>105405507
chr21	>105405701>105405702
chr21	>105407160>105407162
chr21	>105400566>105400568
chr21	>105405739>105405740
chr21	>105400537>105400539
chr21	>105398444>105398446
chr21	>105404320>105404322
chr21	>105407370>105407372
chr21	>105406116>105406118
chr21	>105406384>105406385
chr21	>105402586>105402587
chr21	>105403110>105403113
chr21	>105404089>105404090
chr21	>105401813>105401816
chr21	>105402196>105402198
chr21	>105401899>105401901
chr21	>105405882>105405884
chr21	>105407208>105407209
chr21	>105401098>105401100
chr21	>105399733>105399735
chr21	>105406832>105406834
chr21	>105401851>105401853
chr21	>105406104>105406106
chr21	>105406387>105406388
chr21	>105401977>105401978
chr21	>105403569>105403570
chr21	>105403569>105403571
chr21	>105399749>105399750
chr21	>105401437>105401438
chr21	>105400499>105400501
chr21	>105407518>105407519
chr21	>105400758>105400759
chr21	>105403463>105403465
chr21	>105404073>105404076
chr21	>105404073>105404077
chr21	>105398660>105398662
chr21	>105399469>105399470
chr21	>105403252>105403254
chr21	>105407384>105407385
chr21	>105398511>105398512
chr21	>105398518>105398520
chr21	>105402206>105402207
chr21	>105407261>105407263
chr21	>105407128>105407129
chr21	>105400990>105400991
chr21	>105401005>105401007
chr21	>105403809>105403811
chr21	>105398719>105398720
chr21	>105407396>105407398
chr21	>105405217>105405219
chr21	>105406694>105406696
chr21	>105403828>105403829
chr21	>105405611>105405613
chr21	>105404055>105404057
chr21	>105402789>105402790
chr21	>105404826>105404827
chr21	>105405917>105405918
chr21	>105401990>105401992
chr21	>105401896>105401898
chr21	>105399092>105399093
chr21	>105404163>105404164
chr21	>105400679>105400681
chr21	>105401927>105401928
chr21	>105403339>105403340
chr21	>105399059>105399061
chr21	>105402584>105402586
chr21	>105407576>105407577
chr21	>105402064>105402065
chr21	>105403164>105403165
chr21	>105403164>105403167
chr21	>105404753>105404754
chr21	>105406713>105406715
chr21	>105403851>105403853
chr21	>105405845>105405846
chr21	>105400745>105400747
chr21	>105405118>105405119
chr21	>105402522>105402524
chr21	>105406545>105406546
chr21	>105403109>105403110
chr21	>105404975>105404976
chr21	>105403551>105403552
chr21	>105402462>105402464
chr21	>105405248>105405250
chr21	>105398945>105398946
chr21	>105403147>105403148
chr21	>105407595>105407597
chr21	>105401502>105401503
chr21	>105398800>105398801
chr21	>105405932>105405933
chr21	>105403892>105403893
chr21	>105400103>105400104
chr21	>105400103>105400115
chr21	>105407029>105407031
chr21	>105404580>105404582
chr21	>105407240>105407241
chr21	>105405071>105405073
chr21	>105403653>105403655
chr21	>105401035>105401036
chr21	>105407447>105407448
chr21	>105399243>105399245
chr21	>105407197>105407198
chr21	>105405944>105405946
chr21	>105401100>105401101
chr21	>105403046>105403048
chr21	>105398961>105398963
chr21	>105406028>105406029
chr21	>105406233>105406234
chr21	>105400459>105400461
chr21	>105399714>105399717
chr21	>105399792>105399794
chr21	>105404471>105404473
chr21	>105400770>105400771
chr21	>105400281>105400283
chr21	>105399642>105399643
chr21	>105402351>105402352
chr21	>105405459>105405461
chr21	>105403228>105403230
chr21	>105406154>105406156
chr21	>105406198>105406199
chr21	>105403432>105403434
chr21	>105403432>105403437
chr21	>105406783>105406786
chr21	>105401934>105401936
chr21	>105401930>105401931
chr21	>105404099>105404101
chr21	>105406697>105406699
chr21	>105400713>105400715
chr21	>105407363>105407364
chr21	>105402547>105402549
chr21	>105406362>105406364
chr21	>105404161>105404163
chr21	>105403694>105403695
chr21	>105405778>105405780
chr21	>105405162>105405163
chr21	>105402841>105402843
chr21	>105401337>105401339
chr21	>105406558>105406559
chr21	>105399949>105399951
chr21	>105406764>105406765
chr21	>105403360>105403361
chr21	>105403566>105403567
chr21	>105406786>105406787
chr21	>105401880>105401881
chr21	>105407266>105407267
chr21	>105407266>105407268
chr21	>105403100>105403101
chr21	>105404260>105404261
chr21	>105404637>105404639
chr21	>105402717>105402718
chr21	>105407006>105407007
chr21	>105401355>105401357
chr21	>105407071>105407072
chr21	>105406081>105406083
chr21	>105403667>105403669
chr21	>105402209>105402210
chr21	>105400300>105400301
chr21	>105400300>105400308
chr21	>105398561>105398563
chr21	>105399439>105399440
chr21	>105401540>105401541
chr21	>105401769>105401771
chr21	>105405498>105405500
chr21	>105399239>105399240
chr21	>105399107>105399108
chr21	>105407251>105407252
chr21	>105407020>105407022
chr21	>105407461>105407463
chr21	>105402065>105402067
chr21	>105402834>105402836
chr21	>105401044>105401045
chr21	>105404429>105404430
chr21	>105405696>105405698
chr21	>105404433>105404434
chr21	>105406163>105406165
chr21	>105404958>105404960
chr21	>105403348>105403349
chr21	>105407533>105407534
chr21	>105399053>105399055
chr21	>105404744>105404745
chr21	>105398872>105398873
chr21	>105400246>105400247
chr21	>105401134>105401135
chr21	>105403255>105403257
chr21	>105400938>105400939
chr21	>105400938>105400940
chr21	>105404022>105404023
chr21	>105405873>105405875
chr21	>105406031>105406032
chr21	>105400573>105400574
chr21	>105406895>105406896
chr21	>105401092>105401094
chr21	>105406134>105406135
chr21	>105403074>105403075
chr21	>105399590>105399592
chr21	>105407423>105407424
chr21	>105401345>105401346
chr21	>105407268>105407269
chr21	>105405229>105405231
chr21	>105399231>105399233
chr21	>105403236>105403237
chr21	>105403473>105403474
chr21	>105399434>105399436
chr21	>105403084>105403086
chr21	>105405416>105405417
chr21	>105405681>105405683
chr21	>105403207>105403209
chr21	>105401748>105401749
chr21	>105401748>105401750
chr21	>105405982>105405983
chr21	>105404191>105404192
chr21	>105404468>105404470
chr21	>105402138>105402139
chr21	>105403396>105403397
chr21	>105405438>105405440
chr21	>105401214>105401216
chr21	>105402293>105402294
chr21	>105406577>105406578
chr21	>105398616>105398618
chr21	>105399992>105399993
chr21	>105399122>105399124
chr21	>105401273>105401274
chr21	>105406086>105406087
chr21	>105406148>105406150
chr21	>105403548>105403549
chr21	>105398918>105398920
chr21	>105406496>105406497
chr21	>105405328>105405329
chr21	>105405328>105405330
chr21	>105401626>105401627
chr21	>105401332>105401333
chr21	>105406481>105406482
chr21	>105402556>105402558
chr21	>105398563>105398564
chr21	>105407062>105407063
chr21	>105398927>105398928
chr21	>105404484>105404485
chr21	>105404484>105404486
chr21	>105404501>105404502
chr21	>105406376>105406378
chr21	>105406230>105406231
chr21	>105401172>105401173
chr21	>105400672>105400673
chr21	>105404371>105404373
chr21	>105406052>105406054
chr21	>105398763>105398764
chr21	>105402258>105402260
chr21	>105399617>105399619
chr21	>105399755>105399756
chr21	>105403597>105403598
chr21	>105403131>105403132
chr21	>105402240>105402242
chr21	>105404639>105404640
chr21	>105400353>105400354
chr21	>105402088>105402089
chr21	>105399507>105399508
chr21	>105399607>105399608
chr21	>105403541>105403543
chr21	>105404096>105404098
chr21	>105398869>105398870
chr21	>105405891>105405893
chr21	>105402202>105402204
chr21	>105403466>105403468
chr21	>105404444>105404446
chr21	>105404613>105404615
chr21	>105400231>105400232
chr21	>105404961>105404963
chr21	>105405781>105405783
chr21	>105402711>105402712
chr21	>105404284>105404286
chr21	>105406361>105406362
chr21	>105402479>105402480
chr21	>105407556>105407557
chr21	>105402363>105402364
chr21	>105407166>105407168
chr21	>105399393>105399395
chr21	>105398505>105398506
chr21	>105403011>105403013
chr21	>105406603>105406605
chr21	>105399903>105399910
chr21	>105403933>105403934
chr21	>105405285>105405286
chr21	>105403239>105403241
chr21	>105403239>105403242
chr21	>105406091>105406092
chr21	>105404915>105404917
chr21	>105405264>105405266
chr21	>105402787>105402789
chr21	>105405432>105405434
chr21	>105405646>105405647
chr21	>105400748>105400750
chr21	>105399116>105399118
chr21	>105399522>105399524
chr21	>105401063>105401065
chr21	>105404125>105404126
chr21	>105398552>105398553
chr21	>105398552>105398554
chr21	>105401820>105401821
chr21	>105399416>105399417
chr21	>105403471>105403473
chr21	>105404996>105404997
chr21	>105404149>105404150
chr21	>105403485>105403486
chr21	>105400229>105400230
chr21	>105400229>105400231
chr21	>105406296>105406299
chr21	>105400550>105400551
chr21	>105405409>105405411
chr21	>105407564>105407565
chr21	>105404646>105404648
chr21	>105401082>105401083
chr21	>105398990>105398992
chr21	>105404552>105404554
chr21	>105404005>105404007
chr21	>105406715>105406716
chr21	>105402660>105402661
chr21	>105403586>105403588
chr21	>105406813>105406814
chr21	>105403446>105403448
chr21	>105405034>105405035
chr21	>105405946>105405947
chr21	>105401204>105401205
chr21	>105405388>105405390
chr21	>105405231>105405232
chr21	>105399137>105399139
chr21	>105407364>105407366
chr21	>105399773>105399774
chr21	>105403107>105403109
chr21	>105404781>105404782
chr21	>105406453>105406454
chr21	>105404612>105404613
chr21	>105403140>105403141
chr21	>105407515>105407516
chr21	>105403696>105403698
chr21	>105400073>105400074
chr21	>105401364>105401366
chr21	>105399448>105399451
chr21	>105405038>105405040
chr21	>105404157>105404158
chr21	>105400398>105400399
chr21	>105404673>105404674
chr21	>105404867>105404868
chr21	>105400299>105400300
chr21	>105400299>105400308
chr21	>105405417>105405419
chr21	>105400311>105400312
chr21	>105400603>105400605
chr21	>105404648>105404649
chr21	>105400536>105400537
chr21	>105398575>105398576
chr21	>105400026>105400027
chr21	>105403358>105403360
chr21	>105400845>105400847
chr21	>105402074>105402076
chr21	>105399357>105399359
chr21	>105401579>105401580
chr21	>105401579>105401584
chr21	>105404054>105404055
chr21	>105400237>105400238
chr21	>105406506>105406508
chr21	>105401340>105401342
chr21	>105402877>105402879
chr21	>105406886>105406887
chr21	>105399542>105399544
chr21	>105405607>105405608
chr21	>105407400>105407401
chr21	>105407294>105407295
chr21	>105404720>105404721
chr21	>105399347>105399348
chr21	>105405767>105405769
chr21	>105407416>105407418
chr21	>105400551>105400553
chr21	>105404510>105404511
chr21	>105400284>105400287
chr21	>105405878>105405879
chr21	>105401239>105401241
chr21	>105402428>105402430
chr21	>105402794>105402795
chr21	>105405261>105405262
chr21	>105407512>105407513
chr21	>105398754>105398763
chr21	>105400011>105400012
chr21	>105402862>105402864
chr21	>105406192>105406193
chr21	>105401242>105401244
chr21	>105404095>105404096
chr21	>105398733>105398735
chr21	>105398813>105398814
chr21	>105401986>105401987
chr21	>105405400>105405402
chr21	>105401725>105401726
chr21	>105404011>105404013
chr21	>105399706>105399707
chr21	>105406913>105406914
chr21	>105401633>105401635
chr21	>105400583>105400585
chr21	>105405885>105405887
chr21	>105406519>105406520
chr21	>105400847>105400848
chr21	>105404224>105404225
chr21	>105399941>105399943
chr21	>105399690>105399692
chr21	>105400418>105400420
chr21	>105401238>105401239
chr21	>105400634>105400636
chr21	>105399924>105399925
chr21	>105399818>105399819
chr21	>105401186>105401187
chr21	>105400627>105400628
chr21	>105398628>105398630
chr21	>105407309>105407310
chr21	>105407376>105407378
chr21	>105401765>105401766
chr21	>105402025>105402026
chr21	>105405855>105405856
chr21	>105405855>105405857
chr21	>105407332>105407333
chr21	>105403115>105403117
chr21	>105403699>105403701
chr21	>105404745>105404747
chr21	>105399730>105399732
chr21	>105399427>105399428
chr21	>105403295>105403296
chr21	>105404625>105404627
chr21	>105406029>105406031
chr21	>105406718>105406719
chr21	>105404733>105404735
chr21	>105399785>105399786
chr21	>105401104>105401106
chr21	>105406103>105406104
chr21	>105404492>105404493
chr21	>105400799>105400800
chr21	>105401047>105401048
chr21	>105398925>105398926
chr21	>105398925>105398927
chr21	>105402404>105402405
chr21	>105406004>105406006
chr21	>105402559>105402561
chr21	>105403958>105403959
chr21	>105398473>105398475
chr21	>105405501>105405503
